Survey year,Unitid,Institution name,Institution Size,CO,DA,HC,VW,total
2012,110662,University of California-Los Angeles,39945,104,679,6,3,792
2013,110662,University of California-Los Angeles,40795,130,494,0,3,627
2014,110662,University of California-Los Angeles,41845,123,474,6,3,606
2001,110671,University of California-Riverside,14429,68,39,0,27,134
2002,110671,University of California-Riverside,15934,86,129,0,27,242
2003,110671,University of California-Riverside,17296,140,231,0,27,398
2004,110671,University of California-Riverside,17104,72,338,0,27,437
2005,110671,University of California-Riverside,16622,71,161,0,27,259
2006,110671,University of California-Riverside,16875,75,124,0,27,226
2007,110671,University of California-Riverside,17187,90,51,0,27,168
2008,110671,University of California-Riverside,18079,81,72,1,27,181
2009,110671,University of California-Riverside,19384,48,153,8,27,236
2010,110671,University of California-Riverside,20692,51,166,6,27,250
2011,110671,University of California-Riverside,20900,66,189,2,27,284
2012,110671,University of California-Riverside,20947,76,254,4,27,361
2013,110671,University of California-Riverside,21207,38,13,4,27,82
2014,110671,University of California-Riverside,21498,43,20,0,27,90
2001,110680,University of California-San Diego,21558,66,1062,0,12,1140
2002,110680,University of California-San Diego,23528,106,1208,0,12,1326
2003,110680,University of California-San Diego,24105,130,1185,1,12,1328
2004,110680,University of California-San Diego,24663,114,1353,0,12,1479
2005,110680,University of California-San Diego,25320,131,1375,0,12,1518
2006,110680,University of California-San Diego,26247,161,1516,0,12,1689
2007,110680,University of California-San Diego,27020,101,1737,0,12,1850
2008,110680,University of California-San Diego,27520,88,3,0,12,103
2009,110680,University of California-San Diego,28418,96,22,8,12,138
2010,110680,University of California-San Diego,29176,74,1144,10,12,1240
2011,110680,University of California-San Diego,28593,63,1600,0,12,1675
2012,110680,University of California-San Diego,28294,62,2378,2,12,2454
2013,110680,University of California-San Diego,29517,97,2113,0,12,2222
2014,110680,University of California-San Diego,30709,56,2382,0,12,2450
2001,110705,University of California-Santa Barbara,20373,35,1562,0,13,1610
2002,110705,University of California-Santa Barbara,20559,38,956,0,13,1007
2003,110705,University of California-Santa Barbara,20847,80,726,0,13,819
2004,110705,University of California-Santa Barbara,21026,75,1183,0,13,1271
2005,110705,University of California-Santa Barbara,21016,70,1429,0,13,1512
2006,110705,University of California-Santa Barbara,21082,63,1664,0,13,1740
2007,110705,University of California-Santa Barbara,21410,57,1355,0,13,1425
2008,110705,University of California-Santa Barbara,21868,43,1631,0,13,1687
2009,110705,University of California-Santa Barbara,22850,57,1361,0,13,1431
2010,110705,University of California-Santa Barbara,22218,61,1044,0,13,1118
2011,110705,University of California-Santa Barbara,21685,59,1448,0,13,1520
2012,110705,University of California-Santa Barbara,21927,57,1102,0,13,1172
2013,110705,University of California-Santa Barbara,22225,61,934,2,13,1010
2014,110705,University of California-Santa Barbara,23051,38,661,0,13,712
2001,110714,University of California-Santa Cruz,13170,33,1424,0,17,1474
2002,110714,University of California-Santa Cruz,14139,72,1863,0,17,1952
2003,110714,University of California-Santa Cruz,14997,61,2063,0,17,2141
2004,110714,University of California-Santa Cruz,15036,38,2081,0,17,2136
2005,110714,University of California-Santa Cruz,15012,46,1866,0,17,1929
2006,110714,University of California-Santa Cruz,15364,66,2320,0,17,2403
2007,110714,University of California-Santa Cruz,15825,55,2805,0,17,2877
2008,110714,University of California-Santa Cruz,16615,76,3265,0,17,3358
2009,110714,University of California-Santa Cruz,16775,54,2761,8,17,2840
2010,110714,University of California-Santa Cruz,17187,49,4464,4,17,4534
2011,110714,University of California-Santa Cruz,17454,38,2694,18,17,2767
2012,110714,University of California-Santa Cruz,17404,43,2561,0,17,2621
2013,110714,University of California-Santa Cruz,17203,54,2211,2,17,2284
2014,110714,University of California-Santa Cruz,17866,55,632,0,17,704
2001,119605,National University,18267,9,1,0,0,10
2002,119605,National University,17865,2,0,0,0,2
2003,119605,National University,17064,0,0,0,0,0
2004,119605,National University,25684,0,0,0,0,0
2005,119605,National University,26035,0,0,0,0,0
2006,119605,National University,25844,0,0,0,0,0
2007,119605,National University,26363,8,0,0,0,8
2008,119605,National University,15521,3,0,0,0,3
2009,119605,National University,15553,0,0,0,0,0
2010,119605,National University,16249,0,0,0,0,0
2011,119605,National University,16671,1,0,0,0,1
2012,119605,National University,17898,0,0,0,0,0
2013,119605,National University,18207,0,0,0,0,0
2014,119605,National University,17608,0,0,0,0,0
2001,122409,San Diego State University,34171,126,591,0,9,726
2002,122409,San Diego State University,34304,125,522,0,9,656
2003,122409,San Diego State University,32803,206,541,0,9,756
2004,122409,San Diego State University,32043,149,596,0,9,754
2005,122409,San Diego State University,31802,116,445,0,9,570
2006,122409,San Diego State University,33441,152,635,0,9,796
2007,122409,San Diego State University,35695,201,769,0,9,979
2008,122409,San Diego State University,34889,170,452,0,9,631
2009,122409,San Diego State University,32817,133,313,0,9,455
2010,122409,San Diego State University,29187,124,245,2,9,380
2011,122409,San Diego State University,30541,93,354,0,9,456
2012,122409,San Diego State University,30843,82,277,2,9,370
2013,122409,San Diego State University,31899,80,452,0,9,541
2014,122409,San Diego State University,33483,104,285,0,9,398
2001,122597,San Francisco State University,26866,42,380,0,7,429
2002,122597,San Francisco State University,28378,62,251,0,7,320
2003,122597,San Francisco State University,29686,58,281,0,7,346
2004,122597,San Francisco State University,28804,73,266,0,7,346
2005,122597,San Francisco State University,28950,64,41,0,7,112
2006,122597,San Francisco State University,29628,117,0,0,7,124
2007,122597,San Francisco State University,30125,70,0,0,7,77
2008,122597,San Francisco State University,30014,72,1185,0,7,1264
2009,122597,San Francisco State University,30469,37,109,0,7,153
2010,122597,San Francisco State University,29718,59,446,0,7,512
2011,122597,San Francisco State University,29541,56,235,0,7,298
2012,122597,San Francisco State University,30500,53,200,0,7,260
2013,122597,San Francisco State University,29905,28,179,0,7,214
2014,122597,San Francisco State University,29465,26,234,0,7,267
2001,122612,University of San Francisco,8063,31,222,3,1,257
2002,122612,University of San Francisco,8194,79,283,0,1,363
2003,122612,University of San Francisco,8159,55,390,0,1,446
2004,122612,University of San Francisco,8271,38,347,0,1,386
2005,122612,University of San Francisco,8457,66,464,0,1,531
2006,122612,University of San Francisco,8549,76,541,0,1,618
2007,122612,University of San Francisco,8714,74,584,0,1,659
2008,122612,University of San Francisco,8750,33,328,0,1,362
2009,122612,University of San Francisco,9008,11,581,0,1,593
2010,122612,University of San Francisco,9557,20,333,0,1,354
2011,122612,University of San Francisco,9799,8,496,0,1,505
2012,122612,University of San Francisco,10040,5,360,0,1,366
2013,122612,University of San Francisco,10112,14,387,0,1,402
2014,122612,University of San Francisco,10689,14,202,0,1,217
2001,122755,San Jose State University,28007,47,45,0,17,109
2002,122755,San Jose State University,30350,42,35,0,17,94
2003,122755,San Jose State University,28932,42,68,1,17,128
2004,122755,San Jose State University,29044,37,47,0,17,101
2005,122755,San Jose State University,29975,43,89,0,17,149
2006,122755,San Jose State University,29604,47,88,0,17,152
2007,122755,San Jose State University,31906,50,145,0,17,212
2008,122755,San Jose State University,32746,68,44,0,17,129
2009,122755,San Jose State University,31280,67,22,0,17,106
2010,122755,San Jose State University,29076,65,6,0,17,88
2011,122755,San Jose State University,30236,61,193,0,17,271
2012,122755,San Jose State University,30448,57,257,6,17,337
2013,122755,San Jose State University,31278,30,440,14,17,501
2014,122755,San Jose State University,32713,71,380,0,17,468
2001,123961,University of Southern California,29813,127,80,0,9,216
2002,123961,University of Southern California,30682,165,214,0,9,388
2003,123961,University of Southern California,31606,143,200,0,9,352
2004,123961,University of Southern California,32160,105,28,0,9,142
2005,123961,University of Southern California,32836,138,42,0,9,189
2006,123961,University of Southern California,33389,153,87,0,9,249
2007,123961,University of Southern California,33408,95,93,0,9,197
2008,123961,University of Southern California,33747,101,76,0,9,186
2009,123961,University of Southern California,34824,44,205,0,9,258
2010,123961,University of Southern California,36896,49,354,0,9,412
2011,123961,University of Southern California,38010,77,193,0,9,279
2012,123961,University of Southern California,39958,69,231,0,9,309
2013,123961,University of Southern California,41368,43,394,2,9,448
2014,123961,University of Southern California,42453,47,524,0,9,580
2001,154022,Ashford University,479,11,8,0,0,19
2002,154022,Ashford University,492,5,26,0,0,31
2003,154022,Ashford University,518,3,2,0,0,5
2004,154022,Ashford University,459,6,4,0,0,10
2005,154022,Ashford University,814,6,6,0,0,12
2006,154022,Ashford University,3836,5,13,0,0,18
2007,154022,Ashford University,10568,3,9,0,0,12
2008,154022,Ashford University,25605,16,49,0,0,65
2009,154022,Ashford University,46835,2,24,0,0,26
2010,154022,Ashford University,63096,4,18,0,0,22
2011,154022,Ashford University,74596,3,24,2,0,29
2012,154022,Ashford University,77734,3,9,2,0,14
2013,154022,Ashford University,58104,4,3,6,0,13
2014,154022,Ashford University,51237,2,0,2,0,4
2014,163204,University of Maryland-University College,47906,0,0,0,0,0
2012,164988,Boston University,32603,0,0,0,0,0
2013,164988,Boston University,32411,0,0,0,0,0
2014,164988,Boston University,32112,0,0,0,0,0
2014,169248,Central Michigan University,26879,0,0,0,0,0
2001,177065,Columbia College,8564,0,0,0,0,0
2002,177065,Columbia College,8958,0,0,0,0,0
2003,177065,Columbia College,10146,0,0,0,0,0
2004,177065,Columbia College,11017,0,0,0,0,0
2005,177065,Columbia College,11792,0,0,0,0,0
2006,177065,Columbia College,12280,0,0,0,0,0
2007,177065,Columbia College,12954,0,0,0,0,0
2008,177065,Columbia College,14081,0,0,0,0,0
2009,177065,Columbia College,15556,1,0,0,0,1
2010,177065,Columbia College,16962,0,0,0,0,0
2011,177065,Columbia College,18091,0,0,0,0,0
2012,177065,Columbia College,17830,0,0,0,0,0
2013,177065,Columbia College,16946,0,0,0,0,0
2014,177065,Columbia College,16567,0,0,0,0,0
2001,178721,Park University,9482,0,0,0,0,0
2002,178721,Park University,10123,0,0,0,0,0
2003,178721,Park University,11868,0,0,0,0,0
2004,178721,Park University,12548,0,0,0,0,0
2005,178721,Park University,13253,0,0,0,0,0
2006,178721,Park University,13182,0,0,0,0,0
2007,178721,Park University,13259,0,0,0,0,0
2008,178721,Park University,12457,0,0,0,0,0
2009,178721,Park University,12775,0,0,0,0,0
2010,178721,Park University,12022,0,0,0,0,0
2011,178721,Park University,11759,0,0,0,0,0
2012,178721,Park University,11765,0,0,0,0,0
2013,178721,Park University,10978,0,0,0,0,0
2014,178721,Park University,10792,0,0,0,0,0
2001,179894,Webster University,15402,0,0,0,0,0
2002,179894,Webster University,17249,0,0,0,0,0
2003,179894,Webster University,18740,0,0,0,0,0
2004,179894,Webster University,19038,0,0,0,0,0
2005,179894,Webster University,18407,0,0,0,0,0
2006,179894,Webster University,18963,0,0,0,0,0
2007,179894,Webster University,19398,0,0,0,0,0
2008,179894,Webster University,19154,0,0,0,0,0
2009,179894,Webster University,19372,0,0,0,0,0
2010,179894,Webster University,19342,0,0,0,0,0
2011,179894,Webster University,19224,0,0,0,0,0
2012,179894,Webster University,18456,0,0,0,0,0
2013,179894,Webster University,17904,0,0,0,0,0
2014,179894,Webster University,16769,0,0,0,0,0
2012,196413,Syracuse University,21029,0,0,0,0,0
2013,196413,Syracuse University,21267,0,0,0,0,0
2014,196413,Syracuse University,21492,0,0,0,0,0
2007,211440,Carnegie Mellon University,10326,0,0,0,0,0
2008,211440,Carnegie Mellon University,10875,0,0,0,0,0
2009,211440,Carnegie Mellon University,11197,0,0,0,0,0
2010,211440,Carnegie Mellon University,11340,0,0,0,0,0
2011,211440,Carnegie Mellon University,11531,0,0,0,0,0
2012,211440,Carnegie Mellon University,11978,0,0,0,0,0
2013,211440,Carnegie Mellon University,12367,0,0,0,0,0
2014,211440,Carnegie Mellon University,12587,0,0,0,0,0
2009,212054,Drexel University,22493,0,0,0,0,0
2010,212054,Drexel University,23637,0,0,0,0,0
2011,212054,Drexel University,24860,0,0,0,0,0
2012,212054,Drexel University,25500,0,0,0,0,0
2013,212054,Drexel University,26132,0,0,0,0,0
2014,212054,Drexel University,26359,0,0,0,0,0
2011,215062,University of Pennsylvania,24832,0,0,0,1,1
2012,215062,University of Pennsylvania,24725,0,0,0,1,1
2013,215062,University of Pennsylvania,24630,0,0,0,1,1
2014,215062,University of Pennsylvania,24806,0,0,0,1,1
2001,243744,Stanford University,18591,254,0,0,23,277
2002,243744,Stanford University,18297,222,0,0,23,245
2003,243744,Stanford University,17824,219,0,0,23,242
2004,243744,Stanford University,18836,159,0,0,23,182
2005,243744,Stanford University,19042,170,40,0,23,233
2006,243744,Stanford University,17747,182,52,1,23,258
2007,243744,Stanford University,19782,205,65,1,23,294
2008,243744,Stanford University,17833,234,25,0,23,282
2009,243744,Stanford University,18498,179,65,4,23,271
2010,243744,Stanford University,19535,222,3,4,23,252
2011,243744,Stanford University,19945,142,4,2,23,171
2012,243744,Stanford University,18519,157,0,0,23,180
2013,243744,Stanford University,18346,142,7,0,23,172
2014,243744,Stanford University,16963,108,0,6,23,137
2001,366711,California State University-San Marcos,6496,0,0,0,10,10
2002,366711,California State University-San Marcos,7678,5,0,0,10,15
2003,366711,California State University-San Marcos,7777,2,17,0,10,29
2004,366711,California State University-San Marcos,7365,11,65,0,10,86
2005,366711,California State University-San Marcos,7502,7,43,0,10,60
2006,366711,California State University-San Marcos,8734,4,5,0,10,19
2007,366711,California State University-San Marcos,9159,11,0,0,10,21
2008,366711,California State University-San Marcos,9148,8,0,0,10,18
2009,366711,California State University-San Marcos,9767,4,0,0,10,14
2010,366711,California State University-San Marcos,9722,3,30,20,10,63
2011,366711,California State University-San Marcos,10276,1,84,4,10,99
2012,366711,California State University-San Marcos,10610,5,14,2,10,31
2013,366711,California State University-San Marcos,11300,29,102,2,10,143
2014,366711,California State University-San Marcos,12154,19,98,0,10,127
2008,426314,Embry-Riddle Aeronautical University-Worldwide,15225,1,0,0,0,1
2009,426314,Embry-Riddle Aeronautical University-Worldwide,15249,0,0,0,0,0
2010,426314,Embry-Riddle Aeronautical University-Worldwide,15488,1,0,0,0,1
2011,426314,Embry-Riddle Aeronautical University-Worldwide,15320,1,0,0,0,1
